timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,health_status
2025-01-01T08:40:00,61.832,44.473,53.79,66.588,60.14,56.173,56.823,67.884,76.877,99.389,74.81,68.628,0
2025-01-01T08:41:00,60.962,45.1,53.451,64.706,62.329,55.386,51.668,64.499,73.095,80.79,74.692,69.116,0
2025-01-01T08:42:00,63.697,47.407,50.983,65.011,63.132,55.128,53.794,,75.28,78.254,76.24,70.334,0
2025-01-01T08:43:00,59.822,45.854,49.786,65.769,65.065,54.352,52.925,65.355,75.399,80.441,73.003,71.453,0
2025-01-01T08:44:00,64.277,,50.655,67.535,65.476,,55.562,62.86,72.488,79.29,57.806,69.675,0
2025-01-01T08:45:00,58.235,49.502,47.112,65.775,62.237,55.204,54.229,82.027,,80.094,73.06,69.822,0
2025-01-01T08:46:00,60.141,47.805,49.681,64.879,65.402,51.175,,63.386,72.831,78.936,75.896,69.049,0
2025-01-01T08:47:00,62.244,48.45,47.655,66.056,62.693,54.712,52.404,62.887,,79.559,77.498,72.046,0
2025-01-01T08:48:00,61.202,48.144,,64.609,68.761,57.312,52.919,64.013,71.681,80.506,73.342,70.818,0
2025-01-01T08:49:00,59.365,,48.528,63.915,68.46,57.378,74.109,60.111,73.311,79.368,76.559,73.039,0
2025-01-01T08:50:00,59.136,48.617,47.459,64.72,68.783,55.733,53.906,62.703,76.066,81.954,79.681,71.566,0
2025-01-01T08:51:00,59.96,49.641,45.246,63.555,67.268,56.905,49.668,64.967,72.306,79.383,78.902,75.249,0
2025-01-01T08:52:00,61.098,51.385,47.409,,68.135,77.382,55.084,62.338,70.001,,77.499,70.681,0
2025-01-01T08:53:00,57.892,51.144,,63.57,67.79,56.929,54.086,61.302,72.236,80.091,,71.07,0
2025-01-01T08:54:00,60.81,54.278,46.25,65.317,68.41,60.287,53.893,58.746,72.09,78.428,81.243,74.871,0
2025-01-01T08:55:00,59.756,51.901,48.967,64.487,67.763,58.618,54.298,60.138,70.701,77.026,78.648,74.996,0
2025-01-01T08:56:00,59.969,57.092,45.117,62.945,66.108,57.784,52.391,59.506,71.556,77.437,78.672,73.357,0
2025-01-01T08:57:00,59.404,76.484,,,71.301,60.968,52.94,58.099,71.888,78.39,81.031,75.706,0
2025-01-01T08:58:00,57.488,53.962,47.126,58.713,69.032,61.019,52.081,59.926,69.148,80.787,79.628,75.172,0
2025-01-01T08:59:00,56.86,55.01,47.165,60.97,68.315,63.064,51.505,59.659,69.755,79.578,80.942,76.841,0
2025-01-01T09:00:00,58.716,57.069,45.206,57.133,48.525,61.978,54.152,58.518,69.78,78.744,57.097,76.626,0
2025-01-01T09:01:00,57.159,56.898,46.653,60.69,69.093,60.907,53.12,56.348,71.767,80.203,81.967,75.171,0
2025-01-01T09:02:00,59.266,56.727,46.028,59.973,69.421,60.23,53.153,58.687,69.925,77.106,81.223,78.269,0
2025-01-01T09:03:00,55.211,56.941,,57.49,69.477,59.319,56.534,57.319,68.835,77.166,80.646,,0
2025-01-01T09:04:00,54.844,58.606,44.769,59.746,,62.075,54.69,56.878,66.053,76.019,81.868,77.365,0
2025-01-01T09:05:00,53.638,60.188,46.3,58.366,69.423,63.901,55.891,55.147,69.3,75.715,,77.964,0
2025-01-01T09:06:00,53.81,56.825,44.094,55.79,69.442,61.858,53.627,57.533,69.762,75.947,82.642,81.017,0
2025-01-01T09:07:00,55.501,59.665,46.639,55.311,70.101,63.761,55.235,55.604,69.988,74.502,79.149,79.311,0
2025-01-01T09:08:00,52.718,59.903,46.408,56.058,68.619,,54.492,56.093,66.635,75.195,81.673,77.403,0
2025-01-01T09:09:00,52.464,60.587,45.28,55.307,71.007,66.438,53.699,56.333,65.366,76.591,80.861,82.873,0
2025-01-01T09:10:00,49.876,58.682,45.452,53.18,72.658,65.668,53.732,57.32,66.057,74.777,81.655,80.613,0
2025-01-01T09:11:00,,62.087,45.534,52.067,67.029,,55.503,57.13,65.273,78.074,79.231,84.284,0
2025-01-01T09:12:00,31.4,60.597,48.239,53.605,66.375,66.418,55.324,54.396,65.165,71.637,80.708,80.448,0
2025-01-01T09:13:00,52.059,62.973,48.241,52.458,70.296,66.272,58.019,52.687,65.01,74.435,79.554,,0
2025-01-01T09:14:00,49.391,61.588,44.139,54.271,66.736,66.879,57.739,55.016,60.337,76.774,81.761,81.921,0
2025-01-01T09:15:00,50.045,63.794,45.433,48.337,65.383,67.347,58.131,56.859,64.117,73.443,84.879,82.825,0
2025-01-01T09:16:00,,64.273,48.395,53.61,65.621,68.781,59.704,55.628,63.355,74.184,81.397,83.376,0
2025-01-01T09:17:00,46.288,62.855,50.613,51.269,67.908,67.209,59.995,55.605,62.925,72.553,83.384,82.884,0
2025-01-01T09:18:00,46.828,62.545,50.576,49.022,70.25,67.853,58.831,57.214,63.005,73.587,81.986,80.668,0
2025-01-01T09:19:00,47.906,63.131,49.643,49.854,68.759,68.183,77.474,54.306,62.392,76.61,78.726,82.727,0
2025-01-01T09:20:00,45.593,65.178,49.502,49.76,67.07,69.6,60.232,54.758,62.488,72.223,80.951,79.97,0
2025-01-01T09:21:00,44.572,60.359,53.604,49.489,66.481,70.087,58.002,54.569,61.592,74.129,80.618,82.117,0
2025-01-01T09:22:00,44.331,63.953,53.105,48.58,65.048,70.872,60.873,56.701,62.521,72.627,80.009,81.328,0
2025-01-01T09:23:00,42.219,65.357,50.091,51.2,65.883,68.997,60.546,55.82,62.267,72.29,79.233,83.224,0
2025-01-01T09:24:00,42.37,63.599,52.289,47.999,61.154,69.476,64.009,52.809,62.219,72.752,79.03,82.428,0
2025-01-01T09:25:00,41.591,,52.776,48.082,65.034,73.97,63.209,56.237,60.662,70.315,82.759,81.093,0
2025-01-01T09:26:00,42.838,63.193,51.377,48.348,63.125,70.484,63.307,56.7,59.436,70.932,81.294,81.54,0
2025-01-01T09:27:00,40.462,62.818,53.75,47.961,61.29,73.814,65.077,56.025,61.815,71.47,78.929,81.505,0
2025-01-01T09:28:00,40.915,64.012,56.288,48.268,61.982,70.607,64.31,52.907,58.467,70.964,80.712,82.788,0
2025-01-01T09:29:00,41.365,64.99,53.566,45.416,64.381,71.365,64.27,56.004,59.928,70.08,79.847,82.651,0
2025-01-01T09:30:00,42.857,61.63,55.277,44.204,62.547,71.973,66.036,55.42,60.06,70.211,80.171,82.161,0
2025-01-01T09:31:00,43.241,60.496,56.923,46.782,,71.906,66.108,56.183,60.136,,78.991,,0
2025-01-01T09:32:00,40.273,61.106,55.71,52.185,62.149,70.879,66.154,55.705,61.254,68.884,80.167,82.935,0
2025-01-01T09:33:00,44.476,60.177,59.479,46.582,59.113,72.633,65.397,56.048,57.826,68.444,77.723,84.635,0
2025-01-01T09:34:00,41.629,62.853,57.174,48.767,57.429,70.321,65.706,58.793,56.002,71.011,79.347,78.663,0
2025-01-01T09:35:00,40.585,62.41,58.172,45.887,61.282,71.35,65.35,57.173,58.711,66.981,78.208,84.774,0
2025-01-01T09:36:00,,60.071,55.864,47.752,61.618,,67.543,57.28,57.349,66.138,77.419,80.89,0
2025-01-01T09:37:00,40.755,61.294,59.995,47.403,57.77,71.792,67.875,58.083,55.985,,76.582,83.219,0
2025-01-01T09:38:00,39.2,60.22,61.203,47.732,57.15,70.937,66.859,59.447,57.907,65.055,77.803,83.458,0
2025-01-01T09:39:00,42.368,58.447,59.987,48.84,58.515,72.744,67.087,59.333,57.318,67.651,74.236,83.244,0
2025-01-01T09:40:00,42.868,58.898,60.168,50.046,58.669,70.308,67.883,56.734,57.677,66.803,75.262,,0
2025-01-01T09:41:00,,57.446,60.792,45.942,,72.269,67.213,61.632,57.924,64.557,79.684,81.927,0
2025-01-01T09:42:00,42.675,58.968,60.001,46.676,56.056,71.769,71.316,58.575,57.81,65.222,76.473,83.461,0
2025-01-01T09:43:00,43.069,55.367,82.754,49.388,56.937,70.374,68.791,59.742,56.235,62.711,75.214,82.141,0
2025-01-01T09:44:00,42.478,55.731,60.536,49.6,54.21,71.041,67.287,61.086,57.379,62.334,73.553,,0
2025-01-01T09:45:00,45.125,56.109,61.113,49.823,55.038,69.084,70.163,63.088,58.406,63.612,78.011,83.353,0
2025-01-01T09:46:00,,,65.455,49.082,55.546,69.969,71.479,63.804,60.322,62.983,74.49,82.953,0
2025-01-01T09:47:00,45.121,54.09,63.754,49.299,,71.388,52.119,62.322,79.886,64.836,73.591,82.916,0
2025-01-01T09:48:00,40.497,53.406,65.054,48.169,52.71,66.039,73.13,64.654,55.491,62.118,72.612,82.845,0
2025-01-01T09:49:00,45.985,51.978,64.13,48.208,74.749,66.999,68.663,60.701,58.55,64.372,72.199,82.269,0
2025-01-01T09:50:00,43.746,51.057,62.025,52.122,51.123,66.935,71.096,63.405,59.672,65.109,75.327,83.502,0
2025-01-01T09:51:00,,51.906,63.201,52.164,52.817,66.778,72.428,46.523,56.768,60.901,72.453,81.082,0
2025-01-01T09:52:00,45.54,49.361,,,52.015,67.445,74.774,63.7,55.241,64.528,68.5,80.891,0
2025-01-01T09:53:00,47.675,,64.973,52.51,,69.636,73.54,66.798,58.636,62.208,72.245,81.542,0
2025-01-01T09:54:00,48.814,48.036,64.912,,52.01,,71.188,65.299,57.212,62.583,71.393,79.798,0
2025-01-01T09:55:00,47.063,50.574,64.932,52.001,49.933,66.606,72.419,65.522,55.491,,73.277,,0
2025-01-01T09:56:00,48.175,52.102,64.759,54.903,53.13,67.259,73.605,65.845,58.26,60.092,71.598,81.855,0
2025-01-01T09:57:00,50.455,49.227,63.953,53.816,51.253,64.939,72.047,63.391,59.556,60.963,69.885,79.748,0
2025-01-01T09:58:00,49.334,50.318,66.379,53.16,50.925,68.238,73.799,64.456,58.21,59.995,69.444,79.943,0
2025-01-01T09:59:00,50.076,45.658,69.103,53.163,,65.618,71.438,66.354,61.505,60.514,69.878,79.89,0
2025-01-01T10:00:00,52.555,,61.425,56.516,49.383,63.512,72.068,66.224,59.903,60.34,71.11,81.977,0
2025-01-01T10:01:00,51.394,45.892,67.027,55.303,49.908,67.003,71.288,65.599,57.974,61.975,71.049,80.998,0
2025-01-01T10:02:00,56.187,47.493,62.595,57.209,49.932,63.926,72.376,,59.688,62.052,65.412,79.471,0
2025-01-01T10:03:00,,50.309,66.79,57.544,52.375,63.854,70.17,65.546,59.993,58.675,68.584,78.59,0
2025-01-01T10:04:00,,47.553,68.243,57.291,48.426,64.867,73.199,67.713,59.755,61.45,67.059,78.483,0
2025-01-01T10:05:00,56.445,43.919,65.444,56.914,52.221,61.795,74.388,69.832,59.161,60.554,66.649,75.876,0
2025-01-01T10:06:00,56.912,44.379,60.972,58.659,46.986,63.947,71.964,70.258,,58.165,66.421,78.649,0
2025-01-01T10:07:00,,44.542,65.641,60.186,51.85,62.399,73.463,69.434,61.617,57.973,66.31,77.797,0
2025-01-01T10:08:00,58.743,46.419,64.498,58.538,49.531,59.42,73.27,69.47,63.812,61.17,67.043,73.912,0
2025-01-01T10:09:00,57.921,44.068,63.619,57.408,,63.23,74.992,,61.53,59.188,69.056,77.647,0
2025-01-01T10:10:00,57.205,45.565,65.566,60.215,50.104,60.082,72.714,70.139,61.703,,,76.126,0
2025-01-01T10:11:00,57.951,42.783,64.656,59.842,52.467,60.12,73.905,70.82,61.608,61.124,66.637,78.894,0
2025-01-01T10:12:00,58.649,43.869,61.56,63.561,50.898,58.73,71.624,71.214,59.372,60.931,63.689,76.156,0
2025-01-01T10:13:00,58.979,44.404,62.428,58.224,49.33,57.644,73.431,70.482,63.367,59.387,63.765,74.418,0
2025-01-01T10:14:00,58.023,41.443,63.058,62.206,51.795,58.105,73.175,71.55,64.024,60.153,69.433,77.128,0
2025-01-01T10:15:00,62.136,43.943,,60.654,50.645,59.073,70.012,72.781,65.22,60.836,,75.294,0
2025-01-01T10:16:00,60.285,45.865,60.921,65.052,50.764,56.437,72.613,71.551,63.523,59.29,62.377,74.423,0
2025-01-01T10:17:00,60.85,41.384,60.481,62.587,51.234,55.191,71.88,73.82,65.137,62.485,65.153,73.218,0
2025-01-01T10:18:00,,43.396,59.794,61.869,50.51,56.6,70.299,74.882,67.328,60.053,61.38,73.68,0
2025-01-01T10:19:00,57.418,43.402,62.064,62.28,50.16,56.648,71.055,74.392,64.253,62.505,82.294,72.885,0
2025-01-01T10:20:00,60.529,44.825,59.152,64.084,49.211,53.605,72.466,73.067,65.122,,63.934,72.313,0
2025-01-01T10:21:00,64.071,43.766,59.899,64.623,53.255,51.388,70.425,74.076,65.307,60.348,63.567,73.29,0
2025-01-01T10:22:00,62.306,44.314,60.034,63.153,52.376,55.9,70.878,73.376,69.167,59.35,64.172,72.974,0
2025-01-01T10:23:00,62.687,43.441,56.636,63.692,52.509,55.552,69.886,74.992,68.973,59.754,61.636,71.986,0
2025-01-01T10:24:00,64.522,41.227,58.634,65.428,53.2,52.161,72.042,75.977,67.869,60.308,64.477,72.26,0
2025-01-01T10:25:00,59.382,44.587,58.329,66.386,51.452,51.125,63.394,74.793,,60.717,40.503,72.7,0
2025-01-01T10:26:00,,45.254,55.573,68.83,54.006,,65.06,77.193,69.32,59.102,65.33,73.409,0
2025-01-01T10:27:00,63.884,49.122,60.312,64.563,51.857,54.71,70.271,73.613,67.179,61.143,62.84,70.44,0
2025-01-01T10:28:00,60.372,,54.381,68.464,53.41,55.137,69.252,77.002,67.838,64.28,65.299,69.717,0
2025-01-01T10:29:00,83.21,46.554,53.314,,53.557,53.035,65.38,76.974,69.074,60.397,60.396,71.554,0
2025-01-01T10:30:00,60.472,50.373,53.9,67.322,56.892,52.297,67.437,77.823,69.0,62.458,59.257,73.359,0
2025-01-01T10:31:00,58.741,46.32,55.229,66.351,,53.951,66.586,74.827,70.649,63.554,62.953,69.127,0
2025-01-01T10:32:00,61.942,46.915,52.633,66.079,56.582,53.713,65.262,,73.027,62.989,63.363,,0
2025-01-01T10:33:00,59.202,46.029,52.993,68.556,58.807,52.07,67.453,75.484,71.553,62.0,62.018,67.303,0
2025-01-01T10:34:00,58.888,49.722,52.47,65.137,58.842,51.816,68.052,77.448,73.386,65.212,61.65,68.039,0
2025-01-01T10:35:00,59.216,48.954,50.659,,55.634,50.707,64.844,76.21,71.528,66.29,62.223,66.532,0
2025-01-01T10:36:00,57.719,49.1,51.234,68.202,58.637,52.255,66.243,77.608,73.806,63.319,61.477,,0
2025-01-01T10:37:00,,51.664,48.982,69.026,56.4,51.964,63.865,,71.761,63.116,60.487,66.155,0
2025-01-01T10:38:00,58.886,52.796,49.044,68.665,60.022,54.015,63.693,75.893,71.705,62.236,60.608,66.934,0
2025-01-01T10:39:00,57.247,51.178,,64.772,59.595,52.955,64.867,74.582,74.328,64.656,62.711,66.128,0
2025-01-01T10:40:00,61.523,53.363,46.977,66.403,60.801,50.902,60.684,74.651,76.408,66.68,62.265,68.81,0
2025-01-01T10:41:00,56.946,53.742,51.93,66.284,56.612,50.771,64.472,75.46,74.876,65.5,59.6,67.306,0
2025-01-01T10:42:00,54.384,75.073,47.096,66.697,59.639,48.3,60.411,76.034,75.359,66.822,62.085,67.509,0
2025-01-01T10:43:00,57.156,52.638,49.229,65.964,62.933,54.7,62.028,76.466,73.927,65.255,62.898,63.885,0
2025-01-01T10:44:00,53.331,,47.661,65.462,60.499,52.176,59.931,73.705,74.417,67.159,61.146,64.003,0
2025-01-01T10:45:00,53.131,59.567,44.428,66.128,62.479,54.226,59.658,74.166,77.331,67.098,62.049,64.353,0
2025-01-01T10:46:00,55.819,58.249,69.036,66.168,64.31,52.984,62.307,72.661,76.716,63.679,62.155,63.496,0
2025-01-01T10:47:00,54.42,57.102,47.192,66.871,60.633,72.602,61.581,72.315,72.954,67.311,62.11,63.5,0
2025-01-01T10:48:00,51.687,,45.712,63.002,63.058,51.798,60.352,74.773,,,61.529,65.232,0
2025-01-01T10:49:00,50.844,57.8,46.559,65.714,65.745,52.166,61.149,72.28,76.805,69.116,62.866,64.232,0
2025-01-01T10:50:00,,56.087,46.043,64.763,64.428,51.683,60.355,72.41,,91.084,62.011,64.651,0
2025-01-01T10:51:00,53.515,58.064,45.796,,64.338,56.554,,73.002,75.997,65.749,63.045,43.245,0
2025-01-01T10:52:00,52.678,59.579,45.631,64.323,65.209,54.384,58.035,72.886,78.815,70.409,61.734,65.015,0
2025-01-01T10:53:00,50.794,60.038,45.902,61.419,66.243,52.177,57.902,72.621,77.926,70.279,63.115,66.906,0
2025-01-01T10:54:00,49.641,61.858,45.468,63.586,66.207,52.243,57.315,73.77,79.166,71.133,61.94,67.453,0
2025-01-01T10:55:00,45.948,,42.962,63.206,67.871,53.394,60.392,71.153,,70.578,65.466,62.636,0
2025-01-01T10:56:00,47.496,63.986,45.519,63.037,67.37,54.542,57.296,70.562,76.398,70.276,65.676,,0
2025-01-01T10:57:00,47.596,59.261,44.535,60.556,63.896,53.151,53.427,69.224,76.25,71.249,64.816,63.687,0
2025-01-01T10:58:00,45.738,62.342,46.707,62.088,70.977,56.242,56.315,,75.953,70.726,67.046,63.731,0
2025-01-01T10:59:00,47.732,63.078,44.8,59.438,67.551,54.119,57.296,72.504,78.214,68.226,,62.43,0
2025-01-01T11:00:00,45.211,61.788,44.664,62.779,67.305,56.045,55.516,71.599,75.856,74.201,65.087,63.451,0
2025-01-01T11:01:00,43.057,62.968,47.439,59.321,66.81,54.812,56.258,47.748,80.36,72.729,67.936,63.146,0
2025-01-01T11:02:00,46.71,64.249,46.716,58.392,66.057,54.485,57.442,,77.49,73.629,65.432,65.478,0
2025-01-01T11:03:00,42.416,63.996,45.451,56.41,68.286,55.522,56.078,67.997,76.161,71.712,67.848,62.392,0
2025-01-01T11:04:00,46.615,62.278,47.766,,68.683,56.94,55.663,68.433,78.61,75.063,67.086,63.334,0
2025-01-01T11:05:00,41.81,63.115,46.454,57.149,70.901,59.683,54.076,66.09,77.617,,66.044,63.703,0
2025-01-01T11:06:00,40.646,63.702,47.941,56.508,68.345,56.045,54.054,66.642,77.395,74.821,63.355,64.764,0
2025-01-01T11:07:00,42.496,63.714,,56.604,69.155,59.033,53.6,67.623,79.261,73.918,67.721,64.786,0
2025-01-01T11:08:00,44.421,60.742,48.536,55.31,69.26,58.277,54.212,67.116,76.033,77.89,65.698,62.582,0
2025-01-01T11:09:00,43.601,62.605,47.743,55.282,69.31,58.785,52.507,67.484,76.62,74.599,67.113,65.918,0
2025-01-01T11:10:00,38.553,60.621,48.871,55.023,68.97,58.584,,66.29,76.649,,67.862,63.613,0
2025-01-01T11:11:00,,64.612,48.713,55.993,72.462,60.543,51.866,67.534,77.357,77.144,68.404,64.259,0
2025-01-01T11:12:00,40.554,64.527,51.0,57.156,71.437,60.476,54.048,66.058,77.868,74.282,67.019,,0
2025-01-01T11:13:00,43.167,64.675,51.68,33.357,68.65,61.972,52.533,65.178,78.854,74.261,67.701,64.215,0
2025-01-01T11:14:00,43.484,66.87,47.915,56.37,69.365,61.535,53.688,63.832,76.375,74.785,69.474,64.825,0
2025-01-01T11:15:00,41.708,62.295,,52.689,68.73,62.076,53.113,62.437,76.006,76.081,71.486,64.143,0
2025-01-01T11:16:00,41.433,61.143,47.873,52.162,69.337,63.118,55.394,61.967,76.777,,70.48,63.946,0
2025-01-01T11:17:00,40.598,62.665,51.942,52.03,71.828,63.779,57.248,,76.067,76.664,71.945,,0
2025-01-01T11:18:00,40.161,61.518,52.4,51.71,70.619,61.207,52.9,63.797,75.544,79.761,68.943,62.617,0
2025-01-01T11:19:00,20.06,64.617,52.734,50.406,70.048,63.066,55.111,63.685,75.38,77.884,69.21,68.155,0
2025-01-01T11:20:00,42.589,64.331,54.09,50.579,67.883,64.092,52.256,63.393,74.485,80.845,71.48,65.209,0
2025-01-01T11:21:00,40.46,60.896,72.85,50.154,69.859,62.257,54.711,62.429,76.441,76.921,72.247,64.814,0
2025-01-01T11:22:00,43.06,60.908,53.973,51.462,67.986,65.44,54.089,58.891,74.12,79.287,,67.156,0
2025-01-01T11:23:00,44.507,60.059,53.729,49.792,66.822,66.09,54.84,66.242,75.642,80.649,71.62,63.344,0
2025-01-01T11:24:00,43.748,61.199,57.698,50.159,,64.664,55.253,59.179,73.986,78.067,71.765,66.652,0
2025-01-01T11:25:00,44.671,58.118,54.487,49.886,67.439,65.818,55.126,58.618,75.766,80.563,73.046,65.844,0
2025-01-01T11:26:00,43.979,57.992,,49.031,67.177,65.526,56.905,57.701,74.931,79.014,73.728,65.278,0
2025-01-01T11:27:00,45.946,59.501,58.908,52.431,64.665,,54.87,58.144,76.045,77.561,73.884,67.408,0
2025-01-01T11:28:00,47.669,59.165,57.44,,69.556,66.411,56.215,60.506,72.341,78.458,74.866,67.985,0
2025-01-01T11:29:00,45.57,57.028,56.383,47.202,67.485,66.882,54.831,58.243,73.948,78.747,74.544,66.296,0
2025-01-01T11:30:00,43.901,55.113,59.045,46.616,64.539,70.227,56.891,58.056,73.135,80.854,76.814,65.419,0
2025-01-01T11:31:00,48.155,57.295,58.41,49.037,65.651,69.783,57.344,77.55,69.973,78.689,77.472,68.205,0
2025-01-01T11:32:00,44.655,56.331,,47.971,62.529,68.506,59.122,58.871,70.719,79.347,74.765,67.282,0
2025-01-01T11:33:00,46.135,56.457,58.325,49.765,64.04,70.99,57.064,58.114,71.655,81.824,76.216,68.326,0
2025-01-01T11:34:00,47.946,55.798,58.908,45.91,64.676,70.645,58.471,56.268,70.994,,77.473,66.542,0
2025-01-01T11:35:00,47.876,54.164,61.756,47.668,67.191,70.398,56.007,57.243,,80.369,74.216,70.115,0
2025-01-01T11:36:00,48.466,55.5,64.524,49.663,63.879,68.865,58.305,58.211,73.218,78.388,78.969,68.439,0
2025-01-01T11:37:00,52.101,54.004,63.733,,64.464,70.292,59.452,57.217,70.033,78.714,77.114,69.771,0
2025-01-01T11:38:00,48.197,48.966,,49.049,62.45,70.227,56.827,,,79.705,77.99,70.833,0
2025-01-01T11:39:00,50.553,49.463,63.441,50.492,61.394,73.527,60.151,52.493,67.871,76.802,76.863,67.989,0
2025-01-01T11:40:00,50.947,52.879,63.874,,62.805,71.875,57.571,58.904,68.735,80.322,80.9,68.503,0
2025-01-01T11:41:00,50.765,51.09,64.804,47.282,61.869,70.85,59.534,57.144,66.289,77.5,,70.159,0
2025-01-01T11:42:00,50.759,49.638,63.511,50.091,60.754,72.334,60.312,56.475,68.996,,80.831,71.598,0
2025-01-01T11:43:00,51.326,48.712,67.792,50.904,58.27,74.632,,58.205,,82.818,79.515,67.841,0
2025-01-01T11:44:00,55.827,48.883,65.48,46.461,61.271,71.251,60.825,56.735,68.006,79.219,78.356,73.329,0
2025-01-01T11:45:00,54.206,48.916,65.751,49.878,59.402,70.518,61.339,56.351,65.013,,79.46,72.697,0
2025-01-01T11:46:00,56.369,49.348,62.973,49.65,56.734,71.644,63.708,55.547,64.927,82.729,,74.791,0
2025-01-01T11:47:00,56.479,48.0,63.785,47.521,79.308,71.671,62.411,55.702,64.039,78.809,79.873,74.416,0
2025-01-01T11:48:00,57.11,45.854,63.949,48.751,56.11,73.995,61.093,,64.568,79.634,81.235,72.999,0
2025-01-01T11:49:00,58.789,47.223,62.978,53.401,56.392,69.123,65.171,,62.329,79.214,80.196,73.744,0
2025-01-01T11:50:00,56.295,46.544,68.463,,57.305,72.95,62.546,54.762,63.088,75.587,80.943,74.785,0
2025-01-01T11:51:00,58.872,47.595,66.921,52.403,57.902,71.777,65.613,55.69,64.481,,80.72,74.357,0
2025-01-01T11:52:00,58.719,46.202,67.053,52.844,,71.496,61.648,55.406,63.857,76.856,79.277,76.956,0
2025-01-01T11:53:00,59.794,44.306,63.675,52.594,55.553,,66.126,,66.362,,82.118,76.657,0
2025-01-01T11:54:00,60.569,45.847,67.862,48.523,53.23,69.891,63.368,57.008,62.931,77.517,82.614,76.501,0
2025-01-01T11:55:00,59.136,43.486,65.736,52.602,55.541,71.781,68.278,55.691,,76.689,82.348,75.365,0
2025-01-01T11:56:00,60.143,42.443,65.758,53.114,53.059,73.017,65.507,58.195,65.736,73.619,83.58,73.815,0
2025-01-01T11:57:00,62.409,41.09,65.757,53.831,54.123,,65.525,54.047,63.587,75.127,82.254,78.478,0
2025-01-01T11:58:00,61.109,45.849,66.782,55.397,54.196,74.299,67.86,54.88,60.183,73.231,82.629,76.026,0
2025-01-01T11:59:00,63.243,43.951,63.591,53.301,52.41,,68.962,57.52,60.717,77.174,80.529,77.763,0
2025-01-01T12:00:00,57.513,44.293,65.846,54.607,54.428,70.987,68.468,58.547,59.453,75.784,82.755,79.388,0
2025-01-01T12:01:00,63.317,44.401,60.107,57.11,52.672,,70.328,,62.069,72.731,83.5,81.692,0
2025-01-01T12:02:00,58.475,42.564,62.753,53.016,53.82,71.536,65.019,59.67,58.252,73.931,82.424,77.593,0
2025-01-01T12:03:00,59.297,45.618,63.848,58.678,50.366,,70.046,56.153,58.882,71.738,81.074,79.262,0
2025-01-01T12:04:00,60.86,46.465,64.257,57.905,,67.816,69.811,57.726,60.212,70.92,82.699,76.817,0
2025-01-01T12:05:00,64.259,43.525,63.864,57.516,47.944,70.332,67.764,61.264,58.946,73.409,81.641,,0
2025-01-01T12:06:00,,42.381,61.621,58.738,,68.764,71.442,58.506,61.712,73.178,81.661,79.081,0
2025-01-01T12:07:00,63.147,46.074,,,49.335,67.788,69.003,60.248,59.134,75.805,82.128,79.108,0
2025-01-01T12:08:00,63.427,45.49,64.72,58.652,48.96,69.814,,59.802,78.228,73.734,,80.611,0
2025-01-01T12:09:00,62.724,46.56,65.494,59.228,47.131,68.738,71.264,59.613,57.193,71.411,81.643,83.93,0
2025-01-01T12:10:00,61.696,46.053,63.625,61.02,51.503,68.403,72.006,62.946,56.662,71.306,80.585,83.635,0
2025-01-01T12:11:00,61.238,43.97,59.535,59.741,51.974,67.423,74.47,61.331,57.628,71.474,80.661,82.743,0
2025-01-01T12:12:00,61.917,,59.86,61.63,47.951,66.679,73.103,61.742,56.767,73.608,79.804,81.179,0
2025-01-01T12:13:00,,45.981,60.625,62.298,49.239,66.218,72.678,62.265,58.37,69.823,80.045,80.133,0
2025-01-01T12:14:00,60.379,47.756,59.54,,49.779,66.43,71.62,61.392,59.219,71.772,80.568,83.848,0
2025-01-01T12:15:00,57.932,45.919,58.348,62.229,49.529,67.083,,61.387,58.672,68.239,,80.518,0
2025-01-01T12:16:00,58.248,47.679,,60.06,51.383,65.422,73.53,62.717,,70.296,79.901,84.016,0
2025-01-01T12:17:00,60.214,45.967,60.982,,49.013,64.129,,62.669,56.836,70.068,81.189,82.631,0
2025-01-01T12:18:00,58.515,50.34,59.806,62.813,49.433,64.784,,61.749,58.128,66.562,,84.063,0
2025-01-01T12:19:00,56.293,48.413,56.579,86.191,53.946,62.941,73.559,63.574,57.935,45.825,78.868,81.522,0
2025-01-01T12:20:00,54.572,50.975,56.478,66.691,30.664,63.555,72.302,64.523,57.676,68.406,63.183,82.419,0
2025-01-01T12:21:00,57.264,51.375,75.11,64.565,48.954,63.137,74.115,65.814,54.649,67.62,79.115,83.921,0
2025-01-01T12:22:00,55.893,48.985,53.464,64.181,50.559,59.883,76.855,63.819,57.568,48.759,80.551,81.461,0
2025-01-01T12:23:00,,50.716,54.567,68.197,,64.71,74.226,64.159,56.094,66.867,78.602,86.508,0
2025-01-01T12:24:00,57.944,50.4,54.32,63.867,50.122,61.404,71.096,65.885,58.539,67.089,77.636,86.307,0
2025-01-01T12:25:00,54.384,51.63,53.242,64.123,49.438,59.789,73.945,66.529,57.815,65.398,79.833,82.315,0
2025-01-01T12:26:00,54.65,53.363,54.961,,52.624,59.779,,67.503,58.341,,79.495,84.462,0
2025-01-01T12:27:00,54.844,51.222,51.703,66.875,50.538,58.848,,64.88,56.013,64.726,76.64,82.905,0
